fma_path,fma_offset_sec,top1_score,top1_ref_id,top1_segment_idx
fma_medium/067/067829.mp3,4.216625,0.6093418002128601,hindustani_86_Raag_Khat_Todi,588
fma_medium/069/069259.mp3,2.048875,0.6290769577026367,hindustani_78_Raag_Poorva,5503
fma_medium/070/070417.mp3,25.598625,0.5088375806808472,carnatic_61_Sudhaamayee,896
fma_medium/072/072005.mp3,25.219375,0.5981194972991943,carnatic_143_Sundari_Nee_Divya,2288
fma_medium/072/072605.mp3,7.832375,0.6502305269241333,carnatic_122_Kailasapathe,243
fma_medium/073/073005.mp3,28.579125,0.5721428394317627,carnatic_225_Seetapati_Namanasuna,1322
fma_medium/073/073307.mp3,28.565,0.7091431617736816,hindustani_74_Raag_Marwa,911
fma_medium/073/073541.mp3,0.06525,0.6592413187026978,hindustani_53_Raag_Todi,977
fma_medium/073/073551.mp3,13.5865,0.6474497318267822,carnatic_183_Chakkani_Raja,2018
fma_medium/073/073763.mp3,7.207,0.5996938943862915,carnatic_232_Saraguna_Palimpa,3627
fma_medium/073/073778.mp3,2.765875,0.5412436723709106,carnatic_28_Amba_Kamakshi,1668
fma_medium/075/075231.mp3,27.644375,0.5625734329223633,carnatic_0_Dorakuna,1168
fma_medium/075/075428.mp3,5.141625,0.5655748844146729,carnatic_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya,5645
fma_medium/075/075907.mp3,28.436375,0.5745337009429932,carnatic_16_Evarura,614
fma_medium/082/082250.mp3,7.987625,0.5559486746788025,carnatic_43_Shatre_Vilagi_Irum,1
fma_medium/082/082414.mp3,14.78475,0.5657457113265991,hindustani_20_Raag_Abhogi,2722
fma_medium/083/083553.mp3,27.8645,0.6857642531394958,carnatic_41_Soundararajam,147
fma_medium/085/085041.mp3,24.39975,0.6192524433135986,hindustani_23_Raag_Mian_Malhar,1147
fma_medium/085/085595.mp3,16.110625,0.6949350833892822,carnatic_1_Ganamuda_Panam,1286
fma_medium/087/087274.mp3,23.444875,0.6030641198158264,carnatic_1_Ganamuda_Panam,1600
fma_medium/091/091082.mp3,2.654,0.645197868347168,carnatic_232_Saraguna_Palimpa,2432
fma_medium/091/091221.mp3,8.588875,0.6166743636131287,hindustani_84_Raag_Kedar,1880
fma_medium/091/091848.mp3,26.1635,0.5407597422599792,carnatic_94_Hiranmayeem,931
fma_medium/091/091935.mp3,0.546875,0.6742057204246521,carnatic_61_Sudhaamayee,1830
fma_medium/118/118200.mp3,0.90675,0.6404410004615784,hindustani_43_Bhairavi_Thumri,405
fma_medium/118/118986.mp3,15.615,0.5547974109649658,carnatic_184_Ardhanareeshwaram,641
fma_medium/119/119584.mp3,16.19175,0.7180746793746948,hindustani_49_Raag_Sawani,1318
fma_medium/120/120333.mp3,13.440125,0.5917222499847412,hindustani_20_Raag_Abhogi,492
fma_medium/121/121212.mp3,17.694875,0.62067711353302,carnatic_243_Kamalamba_Samrakshatu,447
fma_medium/121/121433.mp3,20.87825,0.652123212814331,carnatic_194_Ramabhi_Rama_Manasu,2949
fma_medium/121/121767.mp3,3.398625,0.6285034418106079,hindustani_7_Raag_Bageshree,553
fma_medium/122/122083.mp3,13.26575,0.5935970544815063,carnatic_28_Amba_Kamakshi,173
fma_medium/122/122359.mp3,9.961125,0.5368987321853638,carnatic_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya,4272
fma_medium/122/122732.mp3,15.0725,0.6136678457260132,hindustani_81_Raag_Bihag,5032
fma_medium/123/123460.mp3,28.61675,0.625755250453949,hindustani_56_Raag_Malkauns,2457
fma_medium/124/124397.mp3,6.9045,0.828123927116394,carnatic_19_Marubari,67
fma_medium/124/124492.mp3,25.83,0.7471326589584351,hindustani_8_Raag_Kedar,1748
fma_medium/126/126404.mp3,16.722625,0.570828914642334,carnatic_212_RTP_Andholika,1973
fma_medium/126/126519.mp3,24.0225,0.7884805202484131,carnatic_235_Janakipathe_Jaya_Karunya_Jaladhe,536
fma_medium/127/127020.mp3,7.85875,0.6576186418533325,carnatic_1_Ganamuda_Panam,879
fma_medium/127/127338.mp3,21.887375,0.6399648189544678,carnatic_20_Aparadhamula,804
fma_medium/127/127554.mp3,1.316875,0.5471298098564148,hindustani_22_Raag_Rageshri,82
fma_medium/128/128499.mp3,0.6255,0.5236971378326416,hindustani_45_Raag_Megh,253
fma_medium/128/128705.mp3,2.7035,0.5460262894630432,hindustani_53_Raag_Todi,5727
fma_medium/129/129043.mp3,11.90675,0.6498822569847107,hindustani_94_Raag_Hindol_Pancham,588
fma_medium/129/129342.mp3,28.575375,0.485990047454834,carnatic_133_Paramatmudu,695
fma_medium/129/129480.mp3,8.6145,0.5804753303527832,hindustani_7_Raag_Bageshree,811
fma_medium/130/130167.mp3,27.947875,0.615286111831665,hindustani_86_Raag_Khat_Todi,1527
fma_medium/130/130604.mp3,1.9945,0.5424146056175232,hindustani_48_Raag_Bahar,574
fma_medium/131/131189.mp3,16.926,0.602021336555481,hindustani_30_Raag_Bahar,1561
fma_medium/131/131795.mp3,14.8165,0.5262877345085144,carnatic_105_Karuvutranaal_Mudalaaga,966
fma_medium/132/132440.mp3,1.990375,0.6210944056510925,hindustani_81_Raag_Bihag,2260
fma_medium/132/132698.mp3,17.063625,0.6879655718803406,carnatic_28_Amba_Kamakshi,7146
fma_medium/133/133401.mp3,13.11,0.5579325556755066,hindustani_8_Raag_Kedar,788
fma_medium/133/133971.mp3,4.0655,0.5315812826156616,hindustani_44_Raag_Abhogi,561
fma_medium/134/134048.mp3,4.28,0.5687226057052612,hindustani_49_Raag_Sawani,1488
fma_medium/135/135042.mp3,21.5805,0.6185739040374756,carnatic_16_Evarura,897
fma_medium/136/136274.mp3,17.415,0.5621067881584167,hindustani_23_Raag_Mian_Malhar,812
fma_medium/137/137586.mp3,6.0725,0.5247581005096436,carnatic_209_Parama_Pavana_Rama,193
fma_medium/137/137724.mp3,25.147,0.48071935772895813,carnatic_139_Mangalam_Avanisutanatha,29
fma_medium/137/137947.mp3,14.587375,0.5839969515800476,carnatic_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya,4962
fma_medium/137/137948.mp3,20.168125,0.7117028832435608,carnatic_240_Ardhanarishwaram,381
fma_medium/138/138049.mp3,12.3695,0.6472547054290771,hindustani_105_Raag_Bhoopali,748
fma_medium/138/138204.mp3,9.512375,0.5470176935195923,hindustani_22_Raag_Rageshri,2680
fma_medium/139/139226.mp3,7.525875,0.5536108016967773,carnatic_0_Dorakuna,877
fma_medium/139/139721.mp3,11.288375,0.5786139965057373,hindustani_22_Raag_Rageshri,899
fma_medium/141/141869.mp3,11.750375,0.636146068572998,carnatic_91_Ragam_Tanam_Pallavi,6736
fma_medium/142/142097.mp3,11.123,0.6518229246139526,carnatic_183_Chakkani_Raja,4563
fma_medium/142/142300.mp3,2.184375,0.6794648170471191,hindustani_62_Malkauns,190
fma_medium/142/142400.mp3,2.35575,0.6240596771240234,carnatic_183_Chakkani_Raja,1783
fma_medium/142/142453.mp3,26.455875,0.6685177087783813,hindustani_86_Raag_Khat_Todi,1497
fma_medium/145/145199.mp3,12.309375,0.5814796090126038,hindustani_22_Raag_Rageshri,984
fma_medium/146/146963.mp3,8.265875,0.6361297965049744,hindustani_69_Sudh_Kalyan,1401
fma_medium/148/148626.mp3,18.0565,0.7216477394104004,carnatic_109_Sri_Raghuvara_Sugunaalaya,317
fma_medium/149/149694.mp3,3.533,0.5941741466522217,carnatic_219_Gnanamosaga_Rada,233
fma_medium/150/150078.mp3,5.27375,0.5936689376831055,carnatic_36_Ozhukkam_Uyirinum,336
fma_medium/151/151264.mp3,4.6865,0.5698645710945129,carnatic_122_Kailasapathe,463
