query_id,ref_id,corpus,audio_path,offset_sec,length_sec,seed,has_twin_in_library
carnatic_t0008_q4,carnatic_131_Koluvaiyunnade,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0008_q4.wav,237.226,3.0,1087804539,False
carnatic_t0009_q0,carnatic_133_Paramatmudu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0009_q0.wav,154.254,3.0,400859806,False
carnatic_t0009_q1,carnatic_133_Paramatmudu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0009_q1.wav,297.577,3.0,400859806,False
carnatic_t0009_q2,carnatic_133_Paramatmudu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0009_q2.wav,441.451,3.0,400859806,False
carnatic_t0009_q3,carnatic_133_Paramatmudu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0009_q3.wav,584.714,3.0,400859806,False
carnatic_t0009_q4,carnatic_133_Paramatmudu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0009_q4.wav,728.638,3.0,400859806,False
carnatic_t0010_q0,carnatic_135_Paraloka_Bhaya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0010_q0.wav,84.1,3.0,1905636519,False
carnatic_t0010_q1,carnatic_135_Paraloka_Bhaya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0010_q1.wav,157.651,3.0,1905636519,False
carnatic_t0010_q2,carnatic_135_Paraloka_Bhaya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0010_q2.wav,230.63,3.0,1905636519,False
carnatic_t0010_q3,carnatic_135_Paraloka_Bhaya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0010_q3.wav,305.052,3.0,1905636519,False
carnatic_t0010_q4,carnatic_135_Paraloka_Bhaya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0010_q4.wav,377.972,3.0,1905636519,False
carnatic_t0011_q0,carnatic_136_Dudukugala,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0011_q0.wav,138.593,3.0,1620845731,False
carnatic_t0011_q1,carnatic_136_Dudukugala,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0011_q1.wav,266.959,3.0,1620845731,False
carnatic_t0011_q2,carnatic_136_Dudukugala,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0011_q2.wav,395.55,3.0,1620845731,False
carnatic_t0011_q3,carnatic_136_Dudukugala,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0011_q3.wav,524.341,3.0,1620845731,False
carnatic_t0011_q4,carnatic_136_Dudukugala,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0011_q4.wav,653.509,3.0,1620845731,False
carnatic_t0012_q0,carnatic_138_Eramuni,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0012_q0.wav,226.383,3.0,241869144,False
carnatic_t0012_q1,carnatic_138_Eramuni,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0012_q1.wav,441.835,3.0,241869144,False
carnatic_t0012_q2,carnatic_138_Eramuni,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0012_q2.wav,657.864,3.0,241869144,False
carnatic_t0012_q3,carnatic_138_Eramuni,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0012_q3.wav,873.422,3.0,241869144,False
carnatic_t0012_q4,carnatic_138_Eramuni,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0012_q4.wav,1089.508,3.0,241869144,False
carnatic_t0013_q0,carnatic_139_Mangalam_Avanisutanatha,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0013_q0.wav,25.216,3.0,1649639471,True
carnatic_t0013_q1,carnatic_139_Mangalam_Avanisutanatha,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0013_q1.wav,40.995,3.0,1649639471,True
carnatic_t0013_q2,carnatic_139_Mangalam_Avanisutanatha,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0013_q2.wav,56.519,3.0,1649639471,True
carnatic_t0013_q3,carnatic_139_Mangalam_Avanisutanatha,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0013_q3.wav,71.983,3.0,1649639471,True
carnatic_t0013_q4,carnatic_139_Mangalam_Avanisutanatha,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0013_q4.wav,87.414,3.0,1649639471,True
carnatic_t0014_q0,carnatic_13_Thillana_Purnachandrika,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0014_q0.wav,23.159,3.0,1961656699,False
carnatic_t0014_q1,carnatic_13_Thillana_Purnachandrika,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0014_q1.wav,35.861,3.0,1961656699,False
carnatic_t0014_q2,carnatic_13_Thillana_Purnachandrika,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0014_q2.wav,49.152,3.0,1961656699,False
carnatic_t0014_q3,carnatic_13_Thillana_Purnachandrika,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0014_q3.wav,62.348,3.0,1961656699,False
carnatic_t0014_q4,carnatic_13_Thillana_Purnachandrika,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0014_q4.wav,75.523,3.0,1961656699,False
carnatic_t0015_q0,carnatic_142_Shobillu_Saptasvara,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0015_q0.wav,124.783,3.0,2874527677,False
carnatic_t0015_q1,carnatic_142_Shobillu_Saptasvara,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0015_q1.wav,238.663,3.0,2874527677,False
carnatic_t0015_q2,carnatic_142_Shobillu_Saptasvara,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0015_q2.wav,353.315,3.0,2874527677,False
carnatic_t0015_q3,carnatic_142_Shobillu_Saptasvara,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0015_q3.wav,468.359,3.0,2874527677,False
carnatic_t0015_q4,carnatic_142_Shobillu_Saptasvara,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0015_q4.wav,582.481,3.0,2874527677,False
carnatic_t0016_q0,carnatic_159_Ramakrishnaru_Manaegae,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0016_q0.wav,65.963,3.0,2544632325,True
carnatic_t0016_q1,carnatic_159_Ramakrishnaru_Manaegae,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0016_q1.wav,121.534,3.0,2544632325,True
carnatic_t0016_q2,carnatic_159_Ramakrishnaru_Manaegae,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0016_q2.wav,176.238,3.0,2544632325,True
carnatic_t0016_q3,carnatic_159_Ramakrishnaru_Manaegae,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0016_q3.wav,231.806,3.0,2544632325,True
carnatic_t0016_q4,carnatic_159_Ramakrishnaru_Manaegae,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0016_q4.wav,287.537,3.0,2544632325,True
carnatic_t0017_q0,carnatic_15_Samajavarada,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0017_q0.wav,49.025,3.0,2763318393,False
carnatic_t0017_q1,carnatic_15_Samajavarada,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0017_q1.wav,87.124,3.0,2763318393,False
carnatic_t0017_q2,carnatic_15_Samajavarada,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0017_q2.wav,126.743,3.0,2763318393,False
carnatic_t0017_q3,carnatic_15_Samajavarada,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0017_q3.wav,164.816,3.0,2763318393,False
carnatic_t0017_q4,carnatic_15_Samajavarada,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0017_q4.wav,203.73,3.0,2763318393,False
carnatic_t0018_q0,carnatic_160_Uppum_karpuramum,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0018_q0.wav,20.949,3.0,1615511892,False
carnatic_t0018_q1,carnatic_160_Uppum_karpuramum,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0018_q1.wav,30.657,3.0,1615511892,False
carnatic_t0018_q2,carnatic_160_Uppum_karpuramum,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0018_q2.wav,41.353,3.0,1615511892,False
carnatic_t0018_q3,carnatic_160_Uppum_karpuramum,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0018_q3.wav,51.752,3.0,1615511892,False
carnatic_t0018_q4,carnatic_160_Uppum_karpuramum,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0018_q4.wav,62.572,3.0,1615511892,False
carnatic_t0019_q0,carnatic_161_Chalamelara_Saketha_Rama,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0019_q0.wav,43.454,3.0,2680721454,False
carnatic_t0019_q1,carnatic_161_Chalamelara_Saketha_Rama,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0019_q1.wav,77.998,3.0,2680721454,False
carnatic_t0019_q2,carnatic_161_Chalamelara_Saketha_Rama,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0019_q2.wav,111.456,3.0,2680721454,False
carnatic_t0019_q3,carnatic_161_Chalamelara_Saketha_Rama,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0019_q3.wav,144.746,3.0,2680721454,False
carnatic_t0019_q4,carnatic_161_Chalamelara_Saketha_Rama,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0019_q4.wav,179.119,3.0,2680721454,False
carnatic_t0020_q0,carnatic_162_Kalilo_Hari_Smrana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0020_q0.wav,33.742,3.0,196415888,False
carnatic_t0020_q1,carnatic_162_Kalilo_Hari_Smrana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0020_q1.wav,56.978,3.0,196415888,False
carnatic_t0020_q2,carnatic_162_Kalilo_Hari_Smrana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0020_q2.wav,80.521,3.0,196415888,False
carnatic_t0020_q3,carnatic_162_Kalilo_Hari_Smrana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0020_q3.wav,103.573,3.0,196415888,False
carnatic_t0020_q4,carnatic_162_Kalilo_Hari_Smrana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0020_q4.wav,127.097,3.0,196415888,False
carnatic_t0021_q0,carnatic_163_Ninnaiye_rathi,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0021_q0.wav,65.117,3.0,2179553732,False
carnatic_t0021_q1,carnatic_163_Ninnaiye_rathi,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0021_q1.wav,121.218,3.0,2179553732,False
carnatic_t0021_q2,carnatic_163_Ninnaiye_rathi,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0021_q2.wav,176.118,3.0,2179553732,False
carnatic_t0021_q3,carnatic_163_Ninnaiye_rathi,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0021_q3.wav,231.903,3.0,2179553732,False
carnatic_t0021_q4,carnatic_163_Ninnaiye_rathi,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0021_q4.wav,287.426,3.0,2179553732,False
carnatic_t0022_q0,carnatic_165_Deenarakshaka,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0022_q0.wav,158.656,3.0,50293935,False
carnatic_t0022_q1,carnatic_165_Deenarakshaka,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0022_q1.wav,307.197,3.0,50293935,False
carnatic_t0022_q2,carnatic_165_Deenarakshaka,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0022_q2.wav,456.3,3.0,50293935,False
carnatic_t0022_q3,carnatic_165_Deenarakshaka,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0022_q3.wav,605.592,3.0,50293935,False
carnatic_t0022_q4,carnatic_165_Deenarakshaka,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0022_q4.wav,753.647,3.0,50293935,False
carnatic_t0023_q0,carnatic_169_Va_vela_va,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0023_q0.wav,112.876,3.0,3739671158,False
carnatic_t0023_q1,carnatic_169_Va_vela_va,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0023_q1.wav,215.342,3.0,3739671158,False
carnatic_t0023_q2,carnatic_169_Va_vela_va,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0023_q2.wav,318.193,3.0,3739671158,False
carnatic_t0023_q3,carnatic_169_Va_vela_va,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0023_q3.wav,421.236,3.0,3739671158,False
carnatic_t0023_q4,carnatic_169_Va_vela_va,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0023_q4.wav,523.944,3.0,3739671158,False
carnatic_t0024_q0,carnatic_171_Arul_Seya_Vendum_Ayya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0024_q0.wav,270.102,3.0,2665525764,False
carnatic_t0024_q1,carnatic_171_Arul_Seya_Vendum_Ayya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0024_q1.wav,529.859,3.0,2665525764,False
carnatic_t0024_q2,carnatic_171_Arul_Seya_Vendum_Ayya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0024_q2.wav,790.15,3.0,2665525764,False
carnatic_t0024_q3,carnatic_171_Arul_Seya_Vendum_Ayya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0024_q3.wav,1049.66,3.0,2665525764,False
carnatic_t0024_q4,carnatic_171_Arul_Seya_Vendum_Ayya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0024_q4.wav,1310.115,3.0,2665525764,False
carnatic_t0025_q0,carnatic_176_Krishna_Nee_Begane_Baaro,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0025_q0.wav,63.353,3.0,2562104984,False
carnatic_t0025_q1,carnatic_176_Krishna_Nee_Begane_Baaro,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0025_q1.wav,116.086,3.0,2562104984,False
carnatic_t0025_q2,carnatic_176_Krishna_Nee_Begane_Baaro,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_3s/carnatic/carnatic_t0025_q2.wav,169.174,3.0,2562104984,False
