query_id,ref_id,corpus,audio_path,offset_sec,length_sec,seed,section_type,section_label,section_start,section_end,section_duration
carnatic_ab_104_Saravanabhava_Enum_s001_composed,carnatic_104_Saravanabhava_Enum,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_104_Saravanabhava_Enum_s001_composed.wav,60.84,10.0,189498889,composed,Pallavi,49.534,82.93,33.396
carnatic_ab_104_Saravanabhava_Enum_s002_composed,carnatic_104_Saravanabhava_Enum,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_104_Saravanabhava_Enum_s002_composed.wav,125.595,10.0,3023147318,composed,Caraṇam,82.93,177.432,94.501
carnatic_ab_106_Aru_marundu_s000_composed,carnatic_106_Aru_marundu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_106_Aru_marundu_s000_composed.wav,33.143,10.0,3374845532,composed,Pallavi,0.073,76.42,76.347
carnatic_ab_106_Aru_marundu_s001_composed,carnatic_106_Aru_marundu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_106_Aru_marundu_s001_composed.wav,119.123,10.0,3996754768,composed,Anupallavi,76.42,171.967,95.547
carnatic_ab_106_Aru_marundu_s002_composed,carnatic_106_Aru_marundu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_106_Aru_marundu_s002_composed.wav,188.86,10.0,602584787,composed,Caraṇam,171.967,216.245,44.278
carnatic_ab_106_Aru_marundu_s003_composed,carnatic_106_Aru_marundu,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_106_Aru_marundu_s003_composed.wav,807.291,10.0,1568218364,composed,Caraṇam,772.748,851.278,78.53
carnatic_ab_107_Eranapai_s000_composed,carnatic_107_Eranapai,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_107_Eranapai_s000_composed.wav,18.402,10.0,1234039654,composed,Pallavi,0.244,45.691,45.447
carnatic_ab_107_Eranapai_s001_composed,carnatic_107_Eranapai,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_107_Eranapai_s001_composed.wav,63.531,10.0,2866825645,composed,Anupallavi,45.691,91.034,45.343
carnatic_ab_107_Eranapai_s002_composed,carnatic_107_Eranapai,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_107_Eranapai_s002_composed.wav,180.879,10.0,3903336629,composed,Caraṇam,180.239,191.791,11.552
carnatic_ab_108_Pullum_Silambena_Kan_s000_composed,carnatic_108_Pullum_Silambena_Kan,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_108_Pullum_Silambena_Kan_s000_composed.wav,35.3,10.0,1318840711,composed,Pallavi,0.366,79.929,79.563
carnatic_ab_108_Pullum_Silambena_Kan_s001_composed,carnatic_108_Pullum_Silambena_Kan,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_108_Pullum_Silambena_Kan_s001_composed.wav,117.118,10.0,479758749,composed,Anupallavi,79.929,164.804,84.875
carnatic_ab_108_Pullum_Silambena_Kan_s002_composed,carnatic_108_Pullum_Silambena_Kan,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_108_Pullum_Silambena_Kan_s002_composed.wav,259.469,10.0,579012658,composed,Caraṇam,164.804,363.833,199.03
carnatic_ab_109_Sri_Raghuvara_Sugunaalaya_s000_composed,carnatic_109_Sri_Raghuvara_Sugunaalaya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_109_Sri_Raghuvara_Sugunaalaya_s000_composed.wav,40.874,10.0,2592245282,composed,Pallavi,0.075,92.462,92.386
carnatic_ab_109_Sri_Raghuvara_Sugunaalaya_s001_composed,carnatic_109_Sri_Raghuvara_Sugunaalaya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_109_Sri_Raghuvara_Sugunaalaya_s001_composed.wav,122.625,10.0,1151417580,composed,Anupallavi,92.462,163.515,71.053
carnatic_ab_109_Sri_Raghuvara_Sugunaalaya_s002_composed,carnatic_109_Sri_Raghuvara_Sugunaalaya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_109_Sri_Raghuvara_Sugunaalaya_s002_composed.wav,204.839,10.0,2525806622,composed,Caraṇam,163.515,256.87,93.355
carnatic_ab_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya_s000_alaap,carnatic_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya_s000_alaap.wav,498.898,10.0,966930825,alaap,Vocal ālāp,0.327,1007.978,1007.652
carnatic_ab_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya_s001_alaap,carnatic_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya_s001_alaap.wav,1176.239,10.0,1382772591,alaap,Violin ālāp,1007.978,1354.257,346.279
carnatic_ab_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya_s002_composed,carnatic_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya_s002_composed.wav,2513.261,10.0,3838661098,composed,Pallavi,2302.328,2733.453,431.125
carnatic_ab_111_Sarasadalanayana_s000_alaap,carnatic_111_Sarasadalanayana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_111_Sarasadalanayana_s000_alaap.wav,289.321,10.0,416289495,alaap,Vocal ālāp,0.392,588.579,588.188
carnatic_ab_111_Sarasadalanayana_s001_alaap,carnatic_111_Sarasadalanayana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_111_Sarasadalanayana_s001_alaap.wav,715.608,10.0,1065454682,alaap,Violin ālāp,588.579,851.894,263.314
carnatic_ab_111_Sarasadalanayana_s002_composed,carnatic_111_Sarasadalanayana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_111_Sarasadalanayana_s002_composed.wav,914.553,10.0,146008539,composed,Pallavi,851.894,986.662,134.769
carnatic_ab_111_Sarasadalanayana_s003_composed,carnatic_111_Sarasadalanayana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_111_Sarasadalanayana_s003_composed.wav,1061.321,10.0,1976724634,composed,Anupallavi,986.662,1145.87,159.208
carnatic_ab_111_Sarasadalanayana_s004_composed,carnatic_111_Sarasadalanayana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_111_Sarasadalanayana_s004_composed.wav,1207.931,10.0,443035025,composed,Caraṇam,1145.87,1280.766,134.896
carnatic_ab_111_Sarasadalanayana_s005_tani,carnatic_111_Sarasadalanayana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_111_Sarasadalanayana_s005_tani.wav,2359.707,10.0,574835756,tani,Tani āvartana,1963.05,2765.487,802.437
carnatic_ab_112_Rama_Rama_Guna_Seema_s000_alaap,carnatic_112_Rama_Rama_Guna_Seema,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_112_Rama_Rama_Guna_Seema_s000_alaap.wav,296.458,10.0,924884832,alaap,Vocal ālāp,0.065,603.624,603.559
carnatic_ab_112_Rama_Rama_Guna_Seema_s001_alaap,carnatic_112_Rama_Rama_Guna_Seema,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_112_Rama_Rama_Guna_Seema_s001_alaap.wav,798.652,10.0,3652451475,alaap,Violin ālāp,603.624,1004.016,400.392
carnatic_ab_112_Rama_Rama_Guna_Seema_s002_composed,carnatic_112_Rama_Rama_Guna_Seema,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_112_Rama_Rama_Guna_Seema_s002_composed.wav,1083.199,10.0,1562369028,composed,Pallavi,1004.016,1171.657,167.641
carnatic_ab_112_Rama_Rama_Guna_Seema_s003_composed,carnatic_112_Rama_Rama_Guna_Seema,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_112_Rama_Rama_Guna_Seema_s003_composed.wav,1248.172,10.0,2956983805,composed,Anupallavi,1171.657,1333.78,162.122
carnatic_ab_112_Rama_Rama_Guna_Seema_s004_composed,carnatic_112_Rama_Rama_Guna_Seema,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_112_Rama_Rama_Guna_Seema_s004_composed.wav,1426.426,10.0,3362470399,composed,Caraṇam,1333.78,1529.551,195.771
carnatic_ab_112_Rama_Rama_Guna_Seema_s005_tani,carnatic_112_Rama_Rama_Guna_Seema,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_112_Rama_Rama_Guna_Seema_s005_tani.wav,2886.594,10.0,1607818722,tani,Tani āvartana,2174.531,3608.503,1433.972
carnatic_ab_113_Prathi_Vaaram_Vaaram_s000_alaap,carnatic_113_Prathi_Vaaram_Vaaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_113_Prathi_Vaaram_Vaaram_s000_alaap.wav,46.978,10.0,375102196,alaap,Vocal ālāp,1.718,102.493,100.775
carnatic_ab_113_Prathi_Vaaram_Vaaram_s001_alaap,carnatic_113_Prathi_Vaaram_Vaaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_113_Prathi_Vaaram_Vaaram_s001_alaap.wav,118.342,10.0,4064619538,alaap,Violin ālāp,102.493,143.639,41.146
carnatic_ab_113_Prathi_Vaaram_Vaaram_s002_composed,carnatic_113_Prathi_Vaaram_Vaaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_113_Prathi_Vaaram_Vaaram_s002_composed.wav,184.108,10.0,4009556715,composed,Pallavi,143.639,233.871,90.233
carnatic_ab_113_Prathi_Vaaram_Vaaram_s003_composed,carnatic_113_Prathi_Vaaram_Vaaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_113_Prathi_Vaaram_Vaaram_s003_composed.wav,271.471,10.0,1166161385,composed,Anupallavi,233.871,319.599,85.728
carnatic_ab_113_Prathi_Vaaram_Vaaram_s004_composed,carnatic_113_Prathi_Vaaram_Vaaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_113_Prathi_Vaaram_Vaaram_s004_composed.wav,344.023,10.0,3350553637,composed,Caraṇam,319.599,378.671,59.072
carnatic_ab_113_Prathi_Vaaram_Vaaram_s005_composed,carnatic_113_Prathi_Vaaram_Vaaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_113_Prathi_Vaaram_Vaaram_s005_composed.wav,428.048,10.0,1661767770,composed,Caraṇam,378.671,487.967,109.296
carnatic_ab_114_Varashiki_Vahana_s000_composed,carnatic_114_Varashiki_Vahana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_114_Varashiki_Vahana_s000_composed.wav,64.264,10.0,1004642164,composed,Pallavi,0.0,137.665,137.665
carnatic_ab_114_Varashiki_Vahana_s001_composed,carnatic_114_Varashiki_Vahana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_114_Varashiki_Vahana_s001_composed.wav,174.118,10.0,207062180,composed,Anupallavi,137.665,221.257,83.592
carnatic_ab_114_Varashiki_Vahana_s002_composed,carnatic_114_Varashiki_Vahana,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_114_Varashiki_Vahana_s002_composed.wav,287.141,10.0,217049008,composed,Caraṇam,221.257,362.841,141.584
carnatic_ab_115_Idhu_Thaano_Thillai_Sthalam_s000_composed,carnatic_115_Idhu_Thaano_Thillai_Sthalam,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_115_Idhu_Thaano_Thillai_Sthalam_s000_composed.wav,53.91,10.0,539455754,composed,Pallavi,0.093,117.957,117.864
carnatic_ab_115_Idhu_Thaano_Thillai_Sthalam_s001_composed,carnatic_115_Idhu_Thaano_Thillai_Sthalam,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_115_Idhu_Thaano_Thillai_Sthalam_s001_composed.wav,153.816,10.0,862079248,composed,Caraṇam,117.957,200.62,82.663
carnatic_ab_115_Idhu_Thaano_Thillai_Sthalam_s002_composed,carnatic_115_Idhu_Thaano_Thillai_Sthalam,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_115_Idhu_Thaano_Thillai_Sthalam_s002_composed.wav,267.183,10.0,3339583554,composed,Caraṇam,200.62,342.883,142.263
carnatic_ab_116_Bhuvini_Dasudane_s000_composed,carnatic_116_Bhuvini_Dasudane,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_116_Bhuvini_Dasudane_s000_composed.wav,37.715,10.0,439745758,composed,Pallavi,0.065,85.355,85.29
carnatic_ab_116_Bhuvini_Dasudane_s001_composed,carnatic_116_Bhuvini_Dasudane,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_116_Bhuvini_Dasudane_s001_composed.wav,121.469,10.0,451005302,composed,Anupallavi,85.355,167.314,81.959
carnatic_ab_116_Bhuvini_Dasudane_s002_composed,carnatic_116_Bhuvini_Dasudane,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_116_Bhuvini_Dasudane_s002_composed.wav,233.172,10.0,3096800314,composed,Caraṇam,167.314,309.342,142.028
carnatic_ab_117_Karuna_Nidhi_Illalo_s000_alaap,carnatic_117_Karuna_Nidhi_Illalo,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_117_Karuna_Nidhi_Illalo_s000_alaap.wav,151.139,10.0,1704614646,alaap,Vocal ālāp,0.081,312.912,312.831
carnatic_ab_117_Karuna_Nidhi_Illalo_s001_alaap,carnatic_117_Karuna_Nidhi_Illalo,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_117_Karuna_Nidhi_Illalo_s001_alaap.wav,403.203,10.0,3947399972,alaap,Violin ālāp,312.912,504.489,191.577
carnatic_ab_117_Karuna_Nidhi_Illalo_s002_composed,carnatic_117_Karuna_Nidhi_Illalo,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_117_Karuna_Nidhi_Illalo_s002_composed.wav,567.85,10.0,243757834,composed,Pallavi,504.489,641.887,137.398
carnatic_ab_117_Karuna_Nidhi_Illalo_s003_composed,carnatic_117_Karuna_Nidhi_Illalo,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_117_Karuna_Nidhi_Illalo_s003_composed.wav,702.692,10.0,3783413697,composed,Anupallavi,641.887,773.782,131.895
carnatic_ab_117_Karuna_Nidhi_Illalo_s004_composed,carnatic_117_Karuna_Nidhi_Illalo,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_117_Karuna_Nidhi_Illalo_s004_composed.wav,843.975,10.0,1188520976,composed,Caraṇam,773.782,923.216,149.435
carnatic_ab_118_Tulasi_Bilva_s000_composed,carnatic_118_Tulasi_Bilva,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_118_Tulasi_Bilva_s000_composed.wav,95.549,10.0,391277559,composed,Pallavi,0.0,200.359,200.359
carnatic_ab_118_Tulasi_Bilva_s001_composed,carnatic_118_Tulasi_Bilva,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_118_Tulasi_Bilva_s001_composed.wav,267.362,10.0,3417514213,composed,Anupallavi,200.359,343.51,143.151
carnatic_ab_118_Tulasi_Bilva_s002_composed,carnatic_118_Tulasi_Bilva,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_118_Tulasi_Bilva_s002_composed.wav,461.874,10.0,142122467,composed,Caraṇam,343.51,591.673,248.163
carnatic_ab_120_Velum_Mayilume_s000_alaap,carnatic_120_Velum_Mayilume,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_120_Velum_Mayilume_s000_alaap.wav,115.525,10.0,3485808916,alaap,Vocal ālāp,0.0,240.065,240.065
carnatic_ab_120_Velum_Mayilume_s001_alaap,carnatic_120_Velum_Mayilume,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_120_Velum_Mayilume_s001_alaap.wav,334.61,10.0,1994668779,alaap,Violin ālāp,240.065,439.879,199.814
carnatic_ab_120_Velum_Mayilume_s002_composed,carnatic_120_Velum_Mayilume,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_120_Velum_Mayilume_s002_composed.wav,480.825,10.0,508536707,composed,Pallavi,439.879,532.759,92.88
carnatic_ab_120_Velum_Mayilume_s003_composed,carnatic_120_Velum_Mayilume,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_120_Velum_Mayilume_s003_composed.wav,563.116,10.0,351674859,composed,Anupallavi,532.759,603.626,70.867
carnatic_ab_120_Velum_Mayilume_s004_composed,carnatic_120_Velum_Mayilume,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_120_Velum_Mayilume_s004_composed.wav,664.044,10.0,3995058086,composed,Caraṇam,603.626,734.25,130.624
carnatic_ab_13_Thillana_Purnachandrika_s000_composed,carnatic_13_Thillana_Purnachandrika,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_13_Thillana_Purnachandrika_s000_composed.wav,10.418,10.0,3324714431,composed,Pallavi,1.808,28.78,26.971
carnatic_ab_13_Thillana_Purnachandrika_s001_composed,carnatic_13_Thillana_Purnachandrika,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_13_Thillana_Purnachandrika_s001_composed.wav,38.179,10.0,875246856,composed,Anupallavi,28.78,57.061,28.282
carnatic_ab_13_Thillana_Purnachandrika_s002_composed,carnatic_13_Thillana_Purnachandrika,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_13_Thillana_Purnachandrika_s002_composed.wav,63.461,10.0,347179076,composed,Caraṇam,57.061,79.959,22.898
carnatic_ab_14_Angakaram_s000_alaap,carnatic_14_Angakaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_14_Angakaram_s000_alaap.wav,4.932,10.0,2423655607,alaap,Vocal ālāp,0.848,18.53,17.682
carnatic_ab_14_Angakaram_s001_composed,carnatic_14_Angakaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_14_Angakaram_s001_composed.wav,54.523,10.0,4089292367,composed,Pallavi,18.53,100.624,82.094
carnatic_ab_14_Angakaram_s002_composed,carnatic_14_Angakaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_14_Angakaram_s002_composed.wav,163.188,10.0,4185470092,composed,Anupallavi,100.624,235.95,135.326
carnatic_ab_14_Angakaram_s003_composed,carnatic_14_Angakaram,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_14_Angakaram_s003_composed.wav,326.15,10.0,2878172186,composed,Caraṇam,235.95,427.154,191.205
carnatic_ab_152_Vanajakshi_-_Varnam_s000_composed,carnatic_152_Vanajakshi_-_Varnam,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_152_Vanajakshi_-_Varnam_s000_composed.wav,38.924,10.0,2941986121,composed,Pallavi,0.359,86.563,86.204
carnatic_ab_152_Vanajakshi_-_Varnam_s001_composed,carnatic_152_Vanajakshi_-_Varnam,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_152_Vanajakshi_-_Varnam_s001_composed.wav,124.302,10.0,279164669,composed,Anupallavi,86.563,171.118,84.555
carnatic_ab_152_Vanajakshi_-_Varnam_s002_composed,carnatic_152_Vanajakshi_-_Varnam,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_152_Vanajakshi_-_Varnam_s002_composed.wav,344.421,10.0,951977876,composed,Caraṇam,336.065,363.184,27.118
carnatic_ab_154_Innamum_Oru_thalam_s000_composed,carnatic_154_Innamum_Oru_thalam,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_154_Innamum_Oru_thalam_s000_composed.wav,41.337,10.0,808506634,composed,Pallavi,0.128,93.251,93.124
carnatic_ab_154_Innamum_Oru_thalam_s001_composed,carnatic_154_Innamum_Oru_thalam,carnatic,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/carnatic/ablation/carnatic_ab_154_Innamum_Oru_thalam_s001_composed.wav,130.844,10.0,875380043,composed,Anupallavi,93.251,178.672,85.42
