ref_id,corpus,source_track_id,audio_path,duration_sec,samplerate,channels,raagas,taalas,artists,works,work_mbids,role,source_md5
carnatic_10_Bandadella_Barali,carnatic,10_Bandadella_Barali,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Salem Gayatri Venkatesan at Arkay by Salem Gayatri Venkatesan/Bandadella Barali/Bandadella Barali.mp3.mp3,476.184,44100,2,,,Salem Gayatri Venkatesan,Bandadella Barali,109ef3e7-f59d-4333-90cd-de7d60e2eb8d,library_only,c791854553bdca4ccf7fff39b14f0095
carnatic_11_Tamburi_Mitidava,carnatic,11_Tamburi_Mitidava,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Salem Gayatri Venkatesan at Arkay by Salem Gayatri Venkatesan/Tamburi Mitidava/Tamburi Mitidava.mp3.mp3,189.08,44100,2,,,Salem Gayatri Venkatesan,Tamburi meetidava,5fa73951-a3dc-48a8-8e39-fcc035d89837,library_only,10b7ad3586c69351b92aa22a1a646b46
carnatic_12_Sharanu_Janakana,carnatic,12_Sharanu_Janakana,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Salem Gayatri Venkatesan at Arkay by Salem Gayatri Venkatesan/Sharanu Janakana/Sharanu Janakana.mp3.mp3,422.176,44100,2,,,Salem Gayatri Venkatesan,Sharanu Janakana,f9d2705b-ca3e-4fa7-92bb-17f32427b13f,library_only,a47209112c81a2e653e0976722623e3f
carnatic_13_Thillana_Purnachandrika,carnatic,13_Thillana_Purnachandrika,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Thillana Purnachandrika/Ashwath Narayanan - Thillana Purnachandrika.mp3,108.239,44100,2,Pūrṇacandrika,Ādi,Ashwath Narayanan,Thillana,cab2c14e-06c3-4f06-a378-c3e09e00b884,library_and_test_source,6031e7f264452b090f810a4673d4e002
carnatic_14_Angakaram,carnatic,14_Angakaram,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Angakaram/Ashwath Narayanan - Angakaram.mp3,427.142,44100,2,Suraṭi,Rūpaka,Ashwath Narayanan,Angarakam Ashrayamyaham,4d5d7e2f-c670-4e06-8dfe-49ee61dd8914,library_only,837029343ac1e744c2bedd254c98c650
carnatic_15_Samajavarada,carnatic,15_Samajavarada,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Samajavarada/Ashwath Narayanan - Samajavarada.mp3,262.832,44100,2,Śudda sāvēri,Rūpaka,Ashwath Narayanan,Samaja Varada Neeku,059709b8-6f10-4a7b-b16d-c889d2d1a27d,library_and_test_source,b8d96962fd0786d1f7cd37ffbdf2ae50
carnatic_16_Evarura,carnatic,16_Evarura,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Evarura/Ashwath Narayanan - Evarura.mp3,2162.169,44100,2,Mōhanaṁ,Miśra chāpu,Ashwath Narayanan,Evarura Ninu Vina,11d3ea14-7cb2-4a8e-b77b-232e7fb86af0,library_only,f3a59ae3c97de316d1ba2fce274024e0
carnatic_17_Eranapai,carnatic,17_Eranapai,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Eranapai/Ashwath Narayanan - Eranapai.mp3,207.766,44100,2,Tōḍi,Ādi,Ashwath Narayanan,Eranapai,2d9ff47b-a9d4-4944-9cd3-55934fd8685e,library_only,d66bde5dd8775a13464481a2d0e590c2
carnatic_18_Parama_Purusham,carnatic,18_Parama_Purusham,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Parama Purusham/Ashwath Narayanan - Parama Purusham.mp3,266.933,44100,2,Lalita pancamaṁ,Khaṇḍa chāpu,Ashwath Narayanan,Parama purusham hrudaya,34659a8a-b012-4a9c-b61b-2aad3911632d,library_and_test_source,769fc13a059a6e77ebe4454e2b61163a
carnatic_19_Marubari,carnatic,19_Marubari,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Marubari/Ashwath Narayanan - Marubari.mp3,271.035,44100,2,Kamās,Ādi,Ashwath Narayanan,Marubari,f45a02b7-46a9-48d4-9762-5a8a7b42a2af,library_only,4b484df820a7084f6e509ddde62b7dc5
carnatic_20_Aparadhamula,carnatic,20_Aparadhamula,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Aparadhamula/Ashwath Narayanan - Aparadhamula.mp3,1523.972,44100,2,Latāngi,Ādi,Ashwath Narayanan,Aparadhamulanniyu manninchi,16eeca7b-1ed2-4e1c-a576-5c4e64d10000,library_and_test_source,31c47c959adcf60038c9076be3393cd8
carnatic_21_Sadabalarupapi_Shlokam,carnatic,21_Sadabalarupapi_Shlokam,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Ashwath Narayanan at Arkay by Ashwath Narayanan/Sadabalarupapi Shlokam/Ashwath Narayanan - Sadabalarupapi Shlokam.mp3,84.834,44100,2,Hamsadhvani,,Ashwath Narayanan,,,library_only,b08c1a082d321aa765cfe7c5fc5e345a
carnatic_22_Hiranmayeem_Lakshmeem,carnatic,22_Hiranmayeem_Lakshmeem,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Hiranmayeem Lakshmeem/Vignesh Ishwar - Hiranmayeem Lakshmeem.mp3,449.059,44100,2,Lalita,Rūpaka,Vignesh Ishwar,Hiranmayi,24ad75f0-b63e-4473-b337-08afc16508a9,library_and_test_source,af46372ac2a419f1aa72f869996fd4c9
carnatic_23_Niraimadi_Mugam_Thiruppugazh,carnatic,23_Niraimadi_Mugam_Thiruppugazh,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Niraimadi Mugam Thiruppugazh/Vignesh Ishwar - Niraimadi Mugam Thiruppugazh.mp3,85.121,44100,2,Haṁsānandi,Ādi,Vignesh Ishwar,Niraimadimugam(Thirupugazh),d25e872e-7542-45e8-b9d7-968c177df7ad,library_only,df3aaf2bf532b1ab890485f048f2b5ea
carnatic_24_Evvari_Bodhana,carnatic,24_Evvari_Bodhana,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Evvari Bodhana/Vignesh Ishwar - Evvari Bodhana.mp3,207.949,44100,2,Ābhōgi,Ādi,Vignesh Ishwar,Evari Bodhana,6ef7a09c-e08d-46a4-b8bf-891d20e87457,library_and_test_source,4fa8c2501754e38ad956d3c50ed407d3
carnatic_25_Sanchara_Dhadhara,carnatic,25_Sanchara_Dhadhara,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Sanchara Dhadhara/Vignesh Ishwar - Sanchara Dhadhara.mp3,360.452,44100,2,Rāgamālika,Ādi,Vignesh Ishwar,Sanchara Dadhara,7d4f20aa-f470-4f76-944a-d745407a8459,library_only,8ea50bfda77162b2f58937f5142d62de
carnatic_26_Lokavana_Chatura,carnatic,26_Lokavana_Chatura,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Lokavana Chatura/Vignesh Ishwar - Lokavana Chatura.mp3,1286.754,44100,2,Bēgaḍa,Ādi,Vignesh Ishwar,Lokavanachatura,662026de-2cf4-41a4-8708-880be801624e,library_only,e79e3938e51637ef4bc926f9febf92eb
carnatic_27_Idhuthaano_Thillai_Sthalam,carnatic,27_Idhuthaano_Thillai_Sthalam,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Idhuthaano Thillai Sthalam/Vignesh Ishwar - Idhuthaano Thillai Sthalam.mp3,338.326,44100,2,Behāg,Ādi,Vignesh Ishwar,Idhu Thaano Thillai Sthalam,36d7a60c-ff60-4d4d-8799-74e1109172ad,library_and_test_source,802687c8a7d5f43ee50a7e50fe5330fa
carnatic_28_Amba_Kamakshi,carnatic,28_Amba_Kamakshi,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Amba Kamakshi/Vignesh Ishwar - Amba Kamakshi.mp3,3943.485,44100,2,Bhairavi,Miśra chāpu,Vignesh Ishwar,Amba Kamakshi,a566c7d3-ecaa-41c1-8a38-f9e5e123dbeb,library_only,48ecd9d216c98d1266d705255fbfa10e
carnatic_29_Vitthala_Salaho_Swamy,carnatic,29_Vitthala_Salaho_Swamy,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Vitthala Salaho Swamy/Vignesh Ishwar - Vitthala Salaho Swamy.mp3,260.69,44100,2,Dēś,Ādi,Vignesh Ishwar,Vitthala salaho swami,81d593e8-2e4f-412b-8a8d-a4b0530eb71a,library_and_test_source,c79f84e4c2224d4d61073b20dce69c8d
carnatic_30_Pavamana_Suthudu_Mangalam,carnatic,30_Pavamana_Suthudu_Mangalam,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Pavamana Suthudu Mangalam/Vignesh Ishwar - Pavamana Suthudu Mangalam.mp3,78.068,44100,2,Saurāṣtraṁ,Ādi,Vignesh Ishwar,Pavamana Suthudu,325a7de3-1cc2-42c5-b34f-a9c5a38301c8,library_only,04d4eb27c24c9e3d585d1ad8d5f416ee
carnatic_31_Karuna_Ela_Gante,carnatic,31_Karuna_Ela_Gante,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Karuna Ela Gante/Vignesh Ishwar - Karuna Ela Gante.mp3,724.442,44100,2,Varāḷi,Ādi,Vignesh Ishwar,Karuna Yela Kante,42c428ac-08f9-4cbd-a381-2a66c49ac2e6,library_and_test_source,77a2879137dc6388975c99804bc18bf7
carnatic_32_Gopanandana,carnatic,32_Gopanandana,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Vignesh Ishwar at Nada Inbam by Vignesh Ishwar/Gopanandana/Vignesh Ishwar - Gopanandana.mp3,236.448,44100,2,Bhūṣāvaḷi,Ādi,Vignesh Ishwar,Gopanandana,11e667be-c1f6-4e04-b83d-aea4aa2881f3,library_and_test_source,a86c3232cd73a4c33a197e07fedb2dcd
carnatic_33_Entara_Nitana,carnatic,33_Entara_Nitana,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Entara Nitana/Sanjay Subrahmanyan - Entara Nitana.mp3,2629.773,44100,2,Harikāmbhōji,Ādi,Sanjay Subrahmanyan,Entara Neetana,fa9b676e-8f95-4412-8197-b93792170dcb,library_and_test_source,bed7172b4be7f6393fbac694c383b0f6
carnatic_34_Teerthakarayinile,carnatic,34_Teerthakarayinile,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Teerthakarayinile/Sanjay Subrahmanyan - Teerthakarayinile.mp3,113.2,44100,2,Kamās,,Sanjay Subrahmanyan,Viruttham,68bf633c-ad31-4b64-8697-a4c4c61996d6,library_only,4fb12a8296c93cac7d82a851be796d55
carnatic_35_Thillana_Dhanashri,carnatic,35_Thillana_Dhanashri,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Thillana Dhanashri/Sanjay Subrahmanyan - Thillana Dhanashri.mp3,251.853,44100,2,Dhanaśrī,Ādi,Sanjay Subrahmanyan,Thillana,b69b926c-e9e5-4e59-9f18-3066349827cf,library_and_test_source,fa17dc0e8c09bc2b64694386d231c877
carnatic_36_Ozhukkam_Uyirinum,carnatic,36_Ozhukkam_Uyirinum,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Ozhukkam Uyirinum/Sanjay Subrahmanyan - Ozhukkam Uyirinum.mp3,308.532,44100,2,Kuntalavarāḷi,Ādi,Sanjay Subrahmanyan,Ozhukkam Uyirinum,aa75041c-d13c-4e05-a93e-c8a90e92fd4e,library_and_test_source,4dda88161cfc4506b4e8a4c488c85168
carnatic_37_Undan_Paada_Pankayam,carnatic,37_Undan_Paada_Pankayam,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Undan Paada Pankayam/Sanjay Subrahmanyan - Undan Paada Pankayam.mp3,539.693,44100,2,Śankarābharaṇaṁ,Aṭṭa,Sanjay Subrahmanyan,Undan Paada Pankayam,1476d363-fd21-4415-bc63-12f9549363be,library_and_test_source,4bbe84a521fd97df0dee67502d672910
carnatic_38_Raagam_Thaanam_Pallavi,carnatic,38_Raagam_Thaanam_Pallavi,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Raagam Thaanam Pallavi/Sanjay Subrahmanyan - Raagam Thaanam Pallavi.mp3,3007.896,44100,2,Kāpi,Ādi,Sanjay Subrahmanyan,Ragam Thanam Pallavi,9d72b7ba-3f59-4db1-b6ba-e1205f802cee,library_and_test_source,9b54e4e75b32ac5c26d5c64035797984
carnatic_39_Pavamana_Suthudu,carnatic,39_Pavamana_Suthudu,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Pavamana Suthudu/Sanjay Subrahmanyan - Pavamana Suthudu.mp3,46.133,44100,2,Saurāṣtraṁ,Ādi,Sanjay Subrahmanyan,Pavamana Suthudu,325a7de3-1cc2-42c5-b34f-a9c5a38301c8,library_only,7fa52ac0576b94fe0f4528deaa41db5b
carnatic_40_Kamakshi,carnatic,40_Kamakshi,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Kamakshi/Sanjay Subrahmanyan - Kamakshi.mp3,1223.915,44100,2,Bhairavi,Miśra chāpu,Sanjay Subrahmanyan,Amba Kamakshi,a566c7d3-ecaa-41c1-8a38-f9e5e123dbeb,library_and_test_source,8c725eb13e6577e1b5b5a0fea95e7fbd
carnatic_41_Soundararajam,carnatic,41_Soundararajam,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Soundararajam/Sanjay Subrahmanyan - Soundararajam.mp3,576.34,44100,2,Bṛndāvana sāranga,Tiśra-jāti ēka,Sanjay Subrahmanyan,Soundararajam,78dd8f8c-f435-4f96-9ed1-ef461f3db586,library_and_test_source,2196b9fe8ab409187b758051edea7709
carnatic_42_Payum_Oli_Nee_Yenakku,carnatic,42_Payum_Oli_Nee_Yenakku,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Payum Oli Nee Yenakku/Sanjay Subrahmanyan - Payum Oli Nee Yenakku.mp3,306.16,44100,2,Kamās,Ādi,Sanjay Subrahmanyan,Payum Oli Nee Enakku,0cd0f7ef-4967-41a4-8baa-6d0ba3535b11,library_only,9ac7020b48285223d153d8ffe7c1098c
carnatic_43_Shatre_Vilagi_Irum,carnatic,43_Shatre_Vilagi_Irum,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Shatre Vilagi Irum/Sanjay Subrahmanyan - Shatre Vilagi Irum.mp3,611.387,44100,2,Pūrvīkaḷyāṇi,Rūpaka,Sanjay Subrahmanyan,Shatre vilagi irum pillai sannidhanam,c3040874-cb9f-4ebb-a832-0062e8bca2f5,library_and_test_source,d03fa66ee560988580bb22a7b0ed9870
carnatic_44_Maname_Ramanai_Paada,carnatic,44_Maname_Ramanai_Paada,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Live at Kamarajar Hall by Sanjay Subrahmanyan/Maname Ramanai Paada/Sanjay Subrahmanyan - Maname Ramanai Paada.mp3,452.427,44100,2,Sindhubhairavi,Miśra chāpu,Sanjay Subrahmanyan,Maname Ramani Paada,50147e7f-a3f3-4cd1-a3bb-81f355a19466,library_only,c57b9aaa1b78fb62f3b33b1c67865500
carnatic_45_Apparama_Bhakti,carnatic,45_Apparama_Bhakti,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3,1608.478,44100,2,Kāmavardani/Pantuvarāḷi,Rūpaka,Akkarai Sisters,Appa rama bhakti,952680aa-ad9b-4a6d-8c32-6cd099a249e5,library_and_test_source,7ccef9bebe4c3afddeb77b3fbd9f8b5c
carnatic_46_Manadirkkugandhadu,carnatic,46_Manadirkkugandhadu,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Manadirkkugandhadu/Manadirkkugandhadu.mp3.mp3,326.989,44100,2,Sindhubhairavi,Ādi,Akkarai Sisters,Manadhirkkugandadu,d3357607-adb1-4c9e-bec2-c1b0644e179a,library_and_test_source,ebf3ce37b94d11d5248c9737a0f1f5f5
carnatic_47_Koti_Janmani,carnatic,47_Koti_Janmani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Koti Janmani/Koti Janmani.mp3.mp3,526.695,44100,2,Rītigauḷa,Miśra chāpu,Akkarai Sisters,Koti Janmani,f31205be-934d-4fa8-8a4c-1346d93a47e6,library_only,e9e2ba7dbd0cde5c906cec06449918dc
carnatic_48_Brova_Barama,carnatic,48_Brova_Barama,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Brova Barama/Brova Barama.mp3.mp3,263.564,44100,2,Bahudāri,Ādi,Akkarai Sisters,Brova Bharama,49b8bc3b-2485-4f10-ae33-0e18e537aeed,library_and_test_source,f434da6622ba716690a1ba4833fff6d6
carnatic_49_Shankari_Shankuru,carnatic,49_Shankari_Shankuru,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Shankari Shankuru/Shankari Shankuru.mp3.mp3,2735.061,44100,2,Sāvēri,Ādi,Akkarai Sisters,Shankari Shankuru,e5fccb08-d39d-4966-8cdf-521a0482bd10,library_and_test_source,9dc2b2e83771e907cfe6b4c56f6305cc
carnatic_50_Karunimpa_Idi,carnatic,50_Karunimpa_Idi,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Karunimpa Idi/Karunimpa Idi.mp3.mp3,337.804,44100,2,Sahānā,Ādi,Akkarai Sisters,Karunimpa,118eb8d2-e90e-40cc-aa6d-78ed6860ae88,library_only,d51def08eb6e41837febe708ded44c4c
carnatic_51_Pavamana_Suthudu_Mangalam,carnatic,51_Pavamana_Suthudu_Mangalam,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Pavamana Suthudu Mangalam/Pavamana Suthudu Mangalam.mp3.mp3,85.252,44100,2,Saurāṣtraṁ,Ādi,Akkarai Sisters,Pavamana Suthudu,325a7de3-1cc2-42c5-b34f-a9c5a38301c8,library_only,7adf13b87300841b4c89dc023625b46b
carnatic_52_Geeta_Nayakan,carnatic,52_Geeta_Nayakan,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Geeta Nayakan/Geeta Nayakan.mp3.mp3,376.517,44100,2,Rāgamālika,Ādi,Akkarai Sisters,Geeta Nayakan,da7374c7-f60e-4483-8c95-614cb249cf2f,library_only,b3c855098af9f74277bc2cc7366e5912
carnatic_53_Siddhi_Vinayakam,carnatic,53_Siddhi_Vinayakam,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/mirdata/saraga_carnatic/saraga1.5_carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Siddhi Vinayakam/Siddhi Vinayakam.mp3.mp3,754.979,44100,2,Ṣanmukhapriya,Rūpaka,Akkarai Sisters,Siddhi Vinayakam,1bd9d41e-7689-40e8-9048-624395a24762,library_and_test_source,676a920960b4e5698c33434eaf501615
